id,query_text,best_match_sop,best_similarity,source,cluster_name,namespace,pod_name,gap_category,gap_cluster_id,reviewed,draft_sop_created,detected_at
1242,why is ledger-svc restarting in ledger?,sops/memory/runbook-18.md,0.4133,auto,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,storage,614,false,false,2026-06-06 15:23:50
1243,why is payments-api OOMKilled in payments?,sops/availability/runbook-39.md,0.2177,prediction,prod-use2-eks,payments,payments-api-58c5e74-26d34,cpu,79,true,false,2026-06-01 08:38:07
1244,why is cart-svc restarting in checkout?,sops/availability/runbook-14.md,0.4097,prediction,prod-usw2-eks,checkout,cart-svc-0a94879-c1bba,storage,939,false,false,2026-06-16 00:13:58
1245,why is search-api restarting in search?,sops/node/runbook-01.md,0.2377,chat,prod-usw2-eks,search,search-api-a47d446-4ffe2,network,707,false,true,2026-05-28 23:41:57
1246,why is checkout-web throttled in checkout?,sops/memory/runbook-09.md,0.2497,chat,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,cpu,454,true,true,2026-06-22 22:54:48
1247,why is checkout-web OOMKilled in checkout?,sops/security/runbook-13.md,0.4632,alert,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,memory,673,true,false,2026-06-16 02:27:18
1248,why is session-store restarting in identity?,sops/security/runbook-13.md,0.4258,chat,prod-usw2-eks,identity,session-store-28ebc77-cf7c8,node,1050,false,false,2026-06-11 18:44:00
1249,why is auth-gateway slow in identity?,sops/memory/runbook-35.md,0.3314,chat,staging-use2-eks,identity,auth-gateway-c975434-e6ef9,node,1003,true,false,2026-06-08 08:29:18
1250,why is coredns slow in kube-system?,sops/storage/runbook-02.md,0.2614,chat,prod-usw2-eks,kube-system,coredns-37f1521-4cd3d,storage,676,false,false,2026-06-11 00:34:36
1251,why is indexer OOMKilled in search?,sops/network/runbook-17.md,0.2845,chat,prod-use2-eks,search,indexer-b07f520-eaf04,cpu,685,true,false,2026-05-25 21:34:44
1252,why is coredns slow in kube-system?,sops/memory/runbook-35.md,0.4628,alert,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,node,822,false,true,2026-06-15 08:10:50
1253,why is auth-gateway OOMKilled in identity?,sops/memory/runbook-26.md,0.3168,alert,prod-usw2-eks,identity,auth-gateway-ebb2b70-575e4,memory,1054,false,false,2026-06-19 10:30:37
1254,why is ledger-svc restarting in ledger?,sops/memory/runbook-18.md,0.2829,auto,prod-usw2-eks,ledger,ledger-svc-842cd31-95bfa,network,43,true,false,2026-05-29 08:27:58
1255,why is config-svc OOMKilled in platform?,sops/storage/runbook-32.md,0.2583,prediction,prod-usw2-eks,platform,config-svc-370d832-a686a,storage,44,false,false,2026-06-13 01:39:22
1256,why is session-store restarting in identity?,sops/network/runbook-25.md,0.3004,alert,prod-usw2-eks,identity,session-store-d825e25-14f9f,network,235,false,false,2026-06-11 10:09:47
1257,why is notifications restarting in notifications?,sops/memory/runbook-26.md,0.3051,auto,prod-use2-eks,notifications,notifications-1938743-28dca,node,1081,true,false,2026-06-16 21:34:11
1258,why is auth-gateway slow in identity?,sops/memory/runbook-19.md,0.4555,auto,prod-usw2-eks,identity,auth-gateway-ebb2b70-575e4,node,222,true,true,2026-06-07 01:09:29
1259,why is ledger-svc OOMKilled in ledger?,sops/network/runbook-25.md,0.2448,auto,prod-use2-eks,ledger,ledger-svc-1232e29-49ea1,node,156,true,true,2026-06-13 10:13:02
1260,why is search-api throttled in search?,sops/node/runbook-29.md,0.4945,prediction,staging-use2-eks,search,search-api-1605640-8abaf,node,310,false,true,2026-06-12 05:25:51
1261,why is indexer restarting in search?,sops/availability/runbook-33.md,0.3452,prediction,prod-use2-eks,search,indexer-b07f520-eaf04,cpu,324,false,false,2026-06-12 02:55:40
1262,why is coredns OOMKilled in kube-system?,sops/cpu/runbook-31.md,0.4513,prediction,prod-usw2-eks,kube-system,coredns-4a8b365-1d9fc,node,546,false,false,2026-06-16 01:31:06
1263,why is search-api restarting in search?,sops/memory/runbook-21.md,0.4496,alert,prod-use2-eks,search,search-api-4350294-dbefb,node,691,true,false,2026-06-23 10:44:58
1264,why is checkout-web throttled in checkout?,sops/memory/runbook-40.md,0.2152,alert,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,node,797,false,false,2026-06-10 06:27:05
1265,why is ledger-svc restarting in ledger?,sops/node/runbook-01.md,0.2919,chat,prod-use2-eks,ledger,ledger-svc-1232e29-49ea1,storage,462,false,false,2026-05-31 21:32:10
1266,why is orders-api OOMKilled in orders?,sops/node/runbook-36.md,0.4959,chat,dr-use1-eks,orders,orders-api-8330e48-f22f4,memory,945,false,false,2026-06-21 11:40:56
1267,why is image-resizer OOMKilled in platform?,sops/memory/runbook-21.md,0.5159,auto,prod-usw2-eks,platform,image-resizer-9683178-b7560,cpu,598,true,false,2026-06-21 12:35:34
1268,why is checkout-web restarting in checkout?,sops/security/runbook-37.md,0.3189,alert,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,memory,741,false,false,2026-06-06 21:38:20
1269,why is payments-api throttled in payments?,sops/security/runbook-13.md,0.3175,chat,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,network,600,false,false,2026-06-01 08:10:18
1270,why is cart-svc slow in checkout?,sops/memory/runbook-19.md,0.4982,auto,prod-usw2-eks,checkout,cart-svc-0a94879-c1bba,network,179,true,false,2026-06-21 11:06:38
1271,why is checkout-web throttled in checkout?,sops/security/runbook-30.md,0.2223,chat,prod-use2-eks,checkout,checkout-web-47df111-4e24c,memory,797,false,false,2026-06-22 07:56:25
1272,why is ledger-svc OOMKilled in ledger?,sops/security/runbook-23.md,0.4456,chat,prod-usw2-eks,ledger,ledger-svc-0744083-43011,network,714,false,true,2026-06-01 06:37:41
1273,why is image-resizer slow in platform?,sops/security/runbook-30.md,0.4555,alert,prod-use2-eks,platform,image-resizer-9994630-7c707,node,423,false,false,2026-06-05 22:04:44
1274,why is payments-api OOMKilled in payments?,sops/node/runbook-12.md,0.2629,auto,staging-use2-eks,payments,payments-api-dde4d16-a3d09,network,415,false,false,2026-05-29 06:17:35
1275,why is orders-api throttled in orders?,sops/memory/runbook-35.md,0.3979,chat,dr-use1-eks,orders,orders-api-8330e48-f22f4,network,337,false,false,2026-06-14 06:15:36
1276,why is coredns restarting in kube-system?,sops/storage/runbook-28.md,0.4152,prediction,prod-use2-eks,kube-system,coredns-e513a45-fb7bf,node,782,false,false,2026-06-18 09:15:06
1277,why is payments-worker slow in payments?,sops/node/runbook-29.md,0.4127,alert,prod-usw2-eks,payments,payments-worker-b4be648-d2dcb,network,609,false,false,2026-05-25 02:38:49
1278,why is session-store slow in identity?,sops/availability/runbook-06.md,0.4145,chat,staging-use2-eks,identity,session-store-a097c68-649a1,network,824,true,true,2026-06-14 14:56:24
1279,why is orders-api restarting in orders?,sops/availability/runbook-20.md,0.2489,auto,prod-usw2-eks,orders,orders-api-21c5d48-15186,cpu,842,false,false,2026-06-02 09:07:12
1280,why is ledger-svc throttled in ledger?,sops/network/runbook-17.md,0.3692,auto,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,cpu,688,false,false,2026-06-01 07:57:02
1281,why is session-store restarting in identity?,sops/storage/runbook-27.md,0.2158,chat,prod-usw2-eks,identity,session-store-d825e25-14f9f,memory,520,false,false,2026-05-24 22:35:01
1282,why is auth-gateway OOMKilled in identity?,sops/network/runbook-17.md,0.3592,prediction,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,cpu,978,true,false,2026-06-05 16:51:23
1283,why is checkout-web throttled in checkout?,sops/security/runbook-13.md,0.2587,auto,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,cpu,357,true,false,2026-05-26 17:01:15
1284,why is orders-api throttled in orders?,sops/memory/runbook-19.md,0.4461,prediction,prod-use2-eks,orders,orders-api-7f89525-97cdd,storage,1032,false,false,2026-06-09 07:26:51
1285,why is cart-svc throttled in checkout?,sops/security/runbook-30.md,0.4938,alert,prod-use2-eks,checkout,cart-svc-51c2594-4d271,network,873,true,true,2026-05-29 03:08:08
1286,why is session-store restarting in identity?,sops/availability/runbook-39.md,0.5469,chat,prod-use2-eks,identity,session-store-4732511-0dba8,storage,436,false,false,2026-06-20 06:38:06
1287,why is payments-api restarting in payments?,sops/node/runbook-29.md,0.46,prediction,prod-use2-eks,payments,payments-api-c9c2b74-00142,storage,508,false,false,2026-05-26 04:06:00
1288,why is image-resizer throttled in platform?,sops/availability/runbook-39.md,0.3224,prediction,prod-use2-eks,platform,image-resizer-9994630-7c707,cpu,1007,false,true,2026-06-09 08:40:20
1289,why is notifications restarting in notifications?,sops/storage/runbook-32.md,0.4082,prediction,prod-use2-eks,notifications,notifications-c882a21-88bb7,memory,470,false,false,2026-05-26 13:24:28
1290,why is inventory-svc OOMKilled in inventory?,sops/node/runbook-34.md,0.2372,auto,prod-usw2-eks,inventory,inventory-svc-bf8f159-02345,memory,386,false,false,2026-06-07 07:17:16
1291,why is checkout-web OOMKilled in checkout?,sops/node/runbook-34.md,0.5127,alert,staging-use2-eks,checkout,checkout-web-2b77739-52fdd,node,433,true,false,2026-06-14 07:16:40
1292,why is orders-worker OOMKilled in orders?,sops/cpu/runbook-31.md,0.3205,alert,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,storage,122,true,false,2026-06-08 11:36:39
1293,why is config-svc throttled in platform?,sops/security/runbook-30.md,0.3457,prediction,staging-use2-eks,platform,config-svc-929cd33-16be4,storage,453,false,false,2026-06-21 17:53:49
1294,why is orders-api throttled in orders?,sops/security/runbook-37.md,0.5061,alert,prod-use2-eks,orders,orders-api-e9b4a39-c3784,network,433,false,false,2026-06-15 04:20:15
1295,why is config-svc slow in platform?,sops/storage/runbook-28.md,0.5004,chat,staging-use2-eks,platform,config-svc-929cd33-16be4,memory,46,true,false,2026-06-02 11:23:43
1296,why is payments-api restarting in payments?,sops/availability/runbook-10.md,0.3433,alert,prod-use2-eks,payments,payments-api-1ce3577-591ac,storage,568,true,false,2026-06-13 02:34:17
1297,why is auth-gateway slow in identity?,sops/availability/runbook-16.md,0.5155,prediction,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,cpu,513,false,false,2026-06-09 17:56:28
1298,why is checkout-web slow in checkout?,sops/network/runbook-25.md,0.4064,alert,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,cpu,111,false,false,2026-06-21 05:40:41
1299,why is orders-worker throttled in orders?,sops/node/runbook-05.md,0.2941,alert,prod-use2-eks,orders,orders-worker-6ee3345-b0d20,cpu,554,false,true,2026-06-17 00:09:06
1300,why is indexer restarting in search?,sops/availability/runbook-39.md,0.534,chat,prod-usw2-eks,search,indexer-b957537-8aa20,cpu,169,false,false,2026-06-13 07:14:09
1301,why is orders-api OOMKilled in orders?,sops/node/runbook-36.md,0.2647,auto,prod-use2-eks,orders,orders-api-bfb2f93-32ad3,node,197,false,false,2026-06-06 14:40:39
1302,why is payments-api slow in payments?,sops/security/runbook-37.md,0.5413,chat,prod-usw2-eks,payments,payments-api-6c2b997-3e07d,storage,964,false,false,2026-06-05 08:03:51
1303,why is orders-worker throttled in orders?,sops/memory/runbook-18.md,0.266,auto,prod-usw2-eks,orders,orders-worker-b907131-2627d,storage,978,false,false,2026-05-26 21:15:25
1304,why is recommendation slow in search?,sops/availability/runbook-10.md,0.3174,chat,staging-use2-eks,search,recommendation-2071c72-c0b22,cpu,831,false,true,2026-06-08 21:22:25
1305,why is cart-svc OOMKilled in checkout?,sops/availability/runbook-20.md,0.2912,prediction,prod-use2-eks,checkout,cart-svc-51c2594-4d271,node,159,true,false,2026-06-10 02:56:24
1306,why is auth-gateway restarting in identity?,sops/security/runbook-22.md,0.4093,auto,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,memory,75,false,false,2026-06-21 19:38:13
1307,why is recommendation throttled in search?,sops/storage/runbook-27.md,0.4719,prediction,staging-use2-eks,search,recommendation-2071c72-c0b22,network,686,false,false,2026-06-12 21:35:07
1308,why is auth-gateway slow in identity?,sops/security/runbook-23.md,0.2936,auto,prod-use2-eks,identity,auth-gateway-7b28269-a7447,network,404,false,false,2026-06-09 22:31:49
1309,why is orders-worker restarting in orders?,sops/memory/runbook-26.md,0.2313,auto,dr-use1-eks,orders,orders-worker-f884840-8265c,storage,99,false,false,2026-05-26 23:47:45
1310,why is checkout-web throttled in checkout?,sops/network/runbook-17.md,0.5325,alert,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,memory,205,false,false,2026-06-21 23:18:10
1311,why is indexer OOMKilled in search?,sops/node/runbook-05.md,0.4337,auto,prod-use2-eks,search,indexer-b07f520-eaf04,memory,328,true,false,2026-05-30 17:59:13
1312,why is config-svc OOMKilled in platform?,sops/security/runbook-30.md,0.4572,alert,prod-usw2-eks,platform,config-svc-d193d56-68bd9,cpu,848,true,true,2026-06-08 14:09:04
1313,why is orders-worker throttled in orders?,sops/network/runbook-25.md,0.2855,chat,prod-use2-eks,orders,orders-worker-9681c18-374c7,cpu,357,true,true,2026-05-30 00:40:55
1314,why is payments-api slow in payments?,sops/network/runbook-17.md,0.2344,chat,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,node,900,false,false,2026-06-22 09:36:07
1315,why is checkout-web OOMKilled in checkout?,sops/availability/runbook-10.md,0.4979,chat,prod-use2-eks,checkout,checkout-web-47df111-4e24c,memory,825,true,true,2026-05-27 00:06:18
1316,why is orders-api slow in orders?,sops/node/runbook-12.md,0.5091,prediction,prod-usw2-eks,orders,orders-api-21c5d48-15186,memory,316,true,false,2026-06-01 01:42:29
1317,why is checkout-web restarting in checkout?,sops/node/runbook-05.md,0.5005,alert,dr-use1-eks,checkout,checkout-web-4263246-52f3a,node,418,true,false,2026-06-14 15:21:01
1318,why is config-svc throttled in platform?,sops/security/runbook-37.md,0.5277,auto,prod-use2-eks,platform,config-svc-ddd1723-06ca5,node,37,true,false,2026-06-01 22:42:16
1319,why is search-api throttled in search?,sops/node/runbook-08.md,0.2714,chat,prod-usw2-eks,search,search-api-a47d446-4ffe2,network,181,false,false,2026-06-07 08:18:20
1320,why is payments-api OOMKilled in payments?,sops/node/runbook-05.md,0.3423,alert,staging-use2-eks,payments,payments-api-dde4d16-a3d09,cpu,966,false,false,2026-06-08 15:37:52
1321,why is config-svc restarting in platform?,sops/memory/runbook-18.md,0.3334,chat,prod-usw2-eks,platform,config-svc-d193d56-68bd9,memory,661,false,false,2026-06-10 05:51:42
1322,why is orders-worker slow in orders?,sops/network/runbook-17.md,0.3584,auto,prod-use2-eks,orders,orders-worker-9681c18-374c7,storage,231,false,false,2026-05-27 17:13:00
1323,why is coredns slow in kube-system?,sops/node/runbook-01.md,0.319,prediction,prod-use2-eks,kube-system,coredns-47d4438-c55d7,storage,253,false,false,2026-06-01 11:31:52
1324,why is search-api slow in search?,sops/availability/runbook-11.md,0.3691,auto,prod-usw2-eks,search,search-api-8352074-5b766,network,942,false,false,2026-05-25 11:25:24
1325,why is search-api throttled in search?,sops/node/runbook-12.md,0.4458,chat,prod-usw2-eks,search,search-api-8352074-5b766,memory,231,false,false,2026-06-05 12:27:31
1326,why is orders-worker OOMKilled in orders?,sops/memory/runbook-19.md,0.2042,chat,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,node,750,false,false,2026-05-26 00:55:18
1327,why is notifications restarting in notifications?,sops/memory/runbook-21.md,0.4615,chat,prod-usw2-eks,notifications,notifications-abd2926-3451e,network,595,true,true,2026-06-06 02:03:09
1328,why is checkout-web throttled in checkout?,sops/storage/runbook-07.md,0.291,alert,prod-use2-eks,checkout,checkout-web-c2eb578-2d181,node,1007,false,true,2026-06-15 15:04:15
1329,why is payments-api slow in payments?,sops/storage/runbook-32.md,0.3136,auto,staging-use2-eks,payments,payments-api-2729261-453da,network,968,true,false,2026-06-21 01:44:44
1330,why is payments-worker slow in payments?,sops/availability/runbook-33.md,0.3242,chat,prod-usw2-eks,payments,payments-worker-1d1bf52-dff66,memory,452,false,false,2026-06-02 06:09:52
1331,why is checkout-web restarting in checkout?,sops/node/runbook-01.md,0.2205,auto,dr-use1-eks,checkout,checkout-web-4263246-52f3a,network,435,false,false,2026-06-20 16:12:54
1332,why is inventory-svc OOMKilled in inventory?,sops/availability/runbook-33.md,0.322,prediction,prod-use2-eks,inventory,inventory-svc-df6d343-0a45b,memory,795,true,false,2026-05-29 23:39:59
1333,why is checkout-web slow in checkout?,sops/availability/runbook-11.md,0.5438,prediction,prod-use2-eks,checkout,checkout-web-c343d41-6a8d2,network,605,false,false,2026-06-16 18:46:00
1334,why is session-store slow in identity?,sops/node/runbook-15.md,0.3203,prediction,staging-use2-eks,identity,session-store-a097c68-649a1,memory,582,true,false,2026-06-21 21:07:29
1335,why is metrics-server throttled in kube-system?,sops/memory/runbook-19.md,0.2802,chat,prod-use2-eks,kube-system,metrics-server-e2e6924-29c37,memory,865,true,false,2026-05-25 10:31:41
1336,why is config-svc throttled in platform?,sops/memory/runbook-21.md,0.5354,alert,prod-usw2-eks,platform,config-svc-370d832-a686a,storage,111,false,false,2026-06-12 16:06:51
1337,why is orders-api restarting in orders?,sops/memory/runbook-09.md,0.472,chat,dr-use1-eks,orders,orders-api-8330e48-f22f4,memory,880,true,true,2026-06-15 18:14:23
1338,why is recommendation slow in search?,sops/availability/runbook-33.md,0.3769,auto,prod-use2-eks,search,recommendation-e5d5555-c6e9b,node,839,true,false,2026-06-23 05:13:58
1339,why is orders-api OOMKilled in orders?,sops/security/runbook-13.md,0.436,chat,prod-usw2-eks,orders,orders-api-402bb51-ad48f,storage,1012,false,false,2026-05-28 14:20:04
