id,knowledge_type,title,content,source,confidence,applicable_environments,tags,metadata,created_at,updated_at
930,incident_pattern,Memory incident pattern #930,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9543,"[""staging""]","[""leak"",""k8s"",""sre""]","{""domain"":""memory"",""verified"":false}",2026-03-28 12:57:30,2026-06-23 12:00:00
931,best_practice,Availability best practice #931,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7158,"[""prod"",""dr"",""staging""]","[""sre"",""k8s"",""availability""]","{""domain"":""availability"",""verified"":true}",2026-04-06 04:02:44,2026-06-23 12:00:00
932,postmortem,Availability postmortem #932,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8134,"[""prod"",""staging""]","[""k8s"",""prod"",""availability""]","{""domain"":""availability"",""verified"":true}",2026-04-06 12:24:03,2026-06-23 12:00:00
933,best_practice,Memory best practice #933,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9765,"[""prod""]","[""prod"",""scaling"",""leak""]","{""domain"":""memory"",""verified"":true}",2026-05-14 01:48:45,2026-06-23 12:00:00
934,root_cause,Memory root cause #934,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.782,"[""prod""]","[""k8s"",""memory"",""scaling""]","{""domain"":""memory"",""verified"":true}",2026-05-14 15:40:12,2026-06-23 12:00:00
935,postmortem,Storage postmortem #935,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6149,"[""dr""]","[""sre"",""k8s"",""storage""]","{""domain"":""storage"",""verified"":false}",2026-04-02 04:47:17,2026-06-23 12:00:00
936,remediation,Network remediation #936,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.605,"[""staging"",""prod""]","[""leak"",""prod"",""network""]","{""domain"":""network"",""verified"":false}",2026-04-10 17:50:15,2026-06-23 12:00:00
937,best_practice,Availability best practice #937,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7368,"[""dr""]","[""availability"",""k8s"",""scaling""]","{""domain"":""availability"",""verified"":true}",2026-05-21 17:26:06,2026-06-23 12:00:00
938,root_cause,Node root cause #938,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8679,"[""dr"",""staging"",""prod""]","[""scaling"",""prod"",""leak""]","{""domain"":""node"",""verified"":true}",2026-05-08 00:17:12,2026-06-23 12:00:00
939,postmortem,Node postmortem #939,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9206,"[""prod""]","[""k8s"",""sre"",""prod""]","{""domain"":""node"",""verified"":false}",2026-05-17 09:49:13,2026-06-23 12:00:00
940,remediation,Node remediation #940,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9514,"[""dr"",""prod"",""staging""]","[""prod"",""scaling"",""node""]","{""domain"":""node"",""verified"":false}",2026-04-12 03:07:49,2026-06-23 12:00:00
941,incident_pattern,Memory incident pattern #941,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7936,"[""dr"",""staging""]","[""leak"",""k8s"",""memory""]","{""domain"":""memory"",""verified"":false}",2026-04-04 15:48:23,2026-06-23 12:00:00
942,postmortem,Storage postmortem #942,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.642,"[""staging"",""dr"",""prod""]","[""prod"",""scaling"",""k8s""]","{""domain"":""storage"",""verified"":true}",2026-04-27 02:51:10,2026-06-23 12:00:00
943,incident_pattern,Memory incident pattern #943,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7894,"[""staging"",""prod""]","[""memory"",""sre"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-04-19 19:46:39,2026-06-23 12:00:00
944,root_cause,Node root cause #944,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.819,"[""dr"",""staging""]","[""sre"",""scaling"",""node""]","{""domain"":""node"",""verified"":true}",2026-05-28 22:54:53,2026-06-23 12:00:00
945,incident_pattern,Storage incident pattern #945,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8877,"[""dr""]","[""storage"",""leak"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-04-06 16:43:26,2026-06-23 12:00:00
946,postmortem,Memory postmortem #946,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7662,"[""prod"",""staging"",""dr""]","[""memory"",""leak"",""sre""]","{""domain"":""memory"",""verified"":true}",2026-04-21 12:23:51,2026-06-23 12:00:00
947,incident_pattern,Network incident pattern #947,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8293,"[""staging"",""dr"",""prod""]","[""network"",""leak"",""sre""]","{""domain"":""network"",""verified"":true}",2026-04-30 21:53:38,2026-06-23 12:00:00
948,best_practice,Node best practice #948,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7996,"[""staging"",""prod"",""dr""]","[""sre"",""leak"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-06-06 22:18:06,2026-06-23 12:00:00
949,incident_pattern,Node incident pattern #949,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.896,"[""staging""]","[""scaling"",""leak"",""sre""]","{""domain"":""node"",""verified"":false}",2026-06-01 08:02:16,2026-06-23 12:00:00
950,remediation,Cpu remediation #950,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8761,"[""staging""]","[""cpu"",""sre"",""scaling""]","{""domain"":""cpu"",""verified"":true}",2026-04-02 10:01:39,2026-06-23 12:00:00
951,best_practice,Node best practice #951,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8343,"[""staging""]","[""leak"",""sre"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-03-30 16:47:53,2026-06-23 12:00:00
952,postmortem,Cpu postmortem #952,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9707,"[""staging""]","[""scaling"",""prod"",""leak""]","{""domain"":""cpu"",""verified"":true}",2026-06-05 19:42:41,2026-06-23 12:00:00
953,best_practice,Cpu best practice #953,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6182,"[""dr"",""prod""]","[""scaling"",""prod"",""k8s""]","{""domain"":""cpu"",""verified"":true}",2026-04-03 20:58:36,2026-06-23 12:00:00
954,best_practice,Network best practice #954,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8855,"[""dr"",""staging""]","[""prod"",""leak"",""network""]","{""domain"":""network"",""verified"":true}",2026-05-12 01:03:59,2026-06-23 12:00:00
955,postmortem,Network postmortem #955,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6942,"[""prod"",""dr"",""staging""]","[""prod"",""leak"",""network""]","{""domain"":""network"",""verified"":true}",2026-06-14 10:26:12,2026-06-23 12:00:00
956,root_cause,Memory root cause #956,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6421,"[""dr"",""staging""]","[""prod"",""leak"",""k8s""]","{""domain"":""memory"",""verified"":false}",2026-06-22 20:14:24,2026-06-23 12:00:00
957,root_cause,Availability root cause #957,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8051,"[""prod"",""dr"",""staging""]","[""availability"",""leak"",""k8s""]","{""domain"":""availability"",""verified"":false}",2026-05-10 20:02:56,2026-06-23 12:00:00
958,incident_pattern,Network incident pattern #958,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7307,"[""prod"",""staging"",""dr""]","[""sre"",""leak"",""prod""]","{""domain"":""network"",""verified"":true}",2026-06-17 12:32:14,2026-06-23 12:00:00
959,root_cause,Availability root cause #959,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.699,"[""staging"",""prod"",""dr""]","[""sre"",""k8s"",""leak""]","{""domain"":""availability"",""verified"":false}",2026-04-04 05:41:11,2026-06-23 12:00:00
960,incident_pattern,Storage incident pattern #960,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9251,"[""prod"",""staging""]","[""scaling"",""sre"",""k8s""]","{""domain"":""storage"",""verified"":false}",2026-04-09 09:30:52,2026-06-23 12:00:00
961,root_cause,Node root cause #961,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7052,"[""prod"",""staging""]","[""prod"",""node"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-04-03 05:01:30,2026-06-23 12:00:00
962,root_cause,Cpu root cause #962,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7946,"[""prod""]","[""cpu"",""leak"",""prod""]","{""domain"":""cpu"",""verified"":true}",2026-05-19 04:01:19,2026-06-23 12:00:00
963,incident_pattern,Memory incident pattern #963,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7926,"[""staging""]","[""k8s"",""leak"",""memory""]","{""domain"":""memory"",""verified"":false}",2026-04-23 12:26:13,2026-06-23 12:00:00
964,incident_pattern,Availability incident pattern #964,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7265,"[""prod"",""staging""]","[""prod"",""k8s"",""leak""]","{""domain"":""availability"",""verified"":true}",2026-05-20 19:54:14,2026-06-23 12:00:00
965,best_practice,Memory best practice #965,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6021,"[""prod"",""dr""]","[""prod"",""scaling"",""sre""]","{""domain"":""memory"",""verified"":true}",2026-05-06 17:07:43,2026-06-23 12:00:00
966,remediation,Storage remediation #966,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6378,"[""staging""]","[""k8s"",""sre"",""storage""]","{""domain"":""storage"",""verified"":true}",2026-05-19 03:48:18,2026-06-23 12:00:00
